"historical_case_id","source_file","source_line","title","project","protected_contract","historical_architecture_dependency","current_relevance","classification","canonical_replacement_suite","canonical_replacement_test_ids","canonical_replacement_historical_test_ids","canonical_replacement_semantic_ids","current_source_files","current_contract_ids","equal_or_stronger_coverage","consolidation_justification","retirement_evidence","remaining_limitation"
"p34-e1a8e815368d33e981a6","tests/e2e/lanternwake-journal.spec.ts","699","Project Lanternwake Journal browser lifecycle › manual full and abbreviated opening profiles preserve controls and restore their focus","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-1a35e4f6bc9ef5dbcfba","sl-test-e1a8e815368d33e981a6","sl-semantic-97cfc6acc0a86bfce972","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-be0db6f5929197dc6428","tests/e2e/lanternwake-journal.spec.ts","721","Project Lanternwake Journal browser lifecycle › PageFlip control and keyboard turns retain exact visible-primary authority and focus","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-0a0ab5187a7a41f1fb76","sl-test-be0db6f5929197dc6428","sl-semantic-892b38f7b6a6f4b85a9c","tests/e2e/lanternwake-journal.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-c56eba47aca7dc356036","tests/e2e/lanternwake-journal.spec.ts","779","Project Lanternwake Journal browser lifecycle › missing opening actor and infinite CSS timing converge to a readable final pose","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-8d9f57ca932cd80468b8","sl-test-c56eba47aca7dc356036","sl-semantic-c727122b372679a90ddb","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0a7ab4ae2fc716923260","tests/e2e/lanternwake-journal.spec.ts","806","Project Lanternwake Journal browser lifecycle › a PageFlip readiness interruption exposes the static current page without stale clones","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-3322e7a50a9a7907443e","sl-test-0a7ab4ae2fc716923260","sl-semantic-4e054f23262bebb1d57e","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-28930c1cbc25e7db09bd","tests/e2e/lanternwake-journal.spec.ts","824","Project Lanternwake Journal browser lifecycle › PageFlip dynamic-import failure reports failed lifecycle and preserves a readable static page","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-4c45df999d4154902302","sl-test-28930c1cbc25e7db09bd","sl-semantic-81735a785c4c76472774","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-a2165a0bd62f5c1e6ecb","tests/e2e/lanternwake-journal.spec.ts","824","Project Lanternwake Journal browser lifecycle › PageFlip runtime-init failure reports failed lifecycle and preserves a readable static page","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-8fe233c3d7b4f9e0e966","sl-test-a2165a0bd62f5c1e6ecb","sl-semantic-a6256010338073c5c107","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-73b77165e90c347503d0","tests/e2e/lanternwake-journal.spec.ts","824","Project Lanternwake Journal browser lifecycle › PageFlip readiness-probe failure reports failed lifecycle and preserves a readable static page","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-f64950fa2c96576bbb39","sl-test-73b77165e90c347503d0","sl-semantic-59d19ce132b052313215","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-2629b44d50c7039d3f17","tests/e2e/lanternwake-journal.spec.ts","864","Project Lanternwake Journal browser lifecycle › completed archive auto-opens quietly, remains read-only, and preserves replay","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-a6c2afbcbdf427761e34","sl-test-2629b44d50c7039d3f17","sl-semantic-8b2ca6673577eb2f526d","tests/e2e/lanternwake-journal.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-67303d1166a8f912330b","tests/e2e/lanternwake-phase1.spec.ts","181","Project Lanternwake Phase 1 presentation truth › a missing Journal opening target settles a readable fallback without changing canonical chapter truth","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-test-bd921d643fad3f5585c3","","sl-semantic-358828f951571bf39048","tests/e2e/lanternwake-phase1.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-d444fa6efb261d6d9170","tests/e2e/lanternwake-phase1.spec.ts","271","Project Lanternwake Phase 1 presentation truth › canonical Journal opening replays and refreshes without mutating session or audit truth","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.player-journal","sl-test-684e37881b038b06c9f0","","sl-semantic-e17360e51bd8ff12ff68","tests/e2e/lanternwake-phase1.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.player-journal contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-8cae8095d0691b688500","tests/e2e/lanternwake-phase2.spec.ts","395","Project Lanternwake Phase 2 StPageFlip boundary › full motion keeps source, clone identity, accessibility, and all turn paths inside StPageFlip authority","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-49691895170fbb350ed5","sl-test-8cae8095d0691b688500","sl-semantic-98af30cd0709b18abd5a","tests/e2e/lanternwake-phase2.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-fff87a8f6e0428369932","tests/e2e/lanternwake-phase2.spec.ts","433","Project Lanternwake Phase 2 StPageFlip boundary › twenty showcase remount cycles return public host, target, claim, runtime, and retained-node counts to baseline","webkit-mobile","journal-ready-state","retired PlayerExperience presentation lifecycle","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.animation-lifecycle","sl-test-f33d97c0503efde2445c","sl-test-fff87a8f6e0428369932","sl-semantic-7813d540ca3c4229dac0","tests/e2e/lanternwake-phase2.spec.ts","journal-ready-state","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.animation-lifecycle contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
